id,name,region,height,weight,base_experience,types,abilities,moves,location_area_encounters,held_items,base_happiness,color,capture_rate,evolves_from,is_baby,is_mythical,is_legendary,hp,attack,defense,special-attack,special-defense,speed
385,jirachi,hoenn,3,11,300,"['steel', 'psychic']",['serene-grace'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'substitute', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'uproar', 'facade', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'refresh', 'secret-power', 'meteor-mash', 'fake-tears', 'metal-sound', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'shock-wave', 'water-pulse', 'doom-desire', 'gravity', 'healing-wish', 'natural-gift', 'u-turn', 'fling', 'lucky-chant', 'last-resort', 'aura-sphere', 'drain-punch', 'energy-ball', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'life-dew', 'steel-beam', 'expanding-force', 'meteor-beam', 'tera-blast', 'psychic-noise']",[],['star-piece'],100.0,yellow,3,Não encontrado.,False,True,False,100,100,100,100,100,100
386,deoxys-normal,hoenn,17,608,270,['psychic'],['pressure'],"['fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'bind', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'ice-beam', 'psybeam', 'hyper-beam', 'low-kick', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'nightmare', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'stored-power', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'psychic-terrain', 'brutal-swing', 'stomping-tantrum', 'expanding-force', 'meteor-beam', 'tera-blast', 'psychic-noise']",['birth-island-area'],Não encontrado.,0.0,red,3,Não encontrado.,False,True,False,50,150,50,150,50,150
301,delcatty,hoenn,11,326,140,['normal'],"['cute-charm', 'normalize', 'wonder-skin']","['double-slap', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'tail-whip', 'growl', 'sing', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'helping-hand', 'secret-power', 'hyper-voice', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'copycat', 'last-resort', 'sucker-punch', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'play-rough', 'confide', 'baby-doll-eyes', 'laser-focus', 'stomping-tantrum']",['castelia-city-area'],"['pecha-berry', 'leppa-berry']",70.0,purple,60,skitty,False,False,False,70,65,65,55,55,90
376,metagross,hoenn,16,5500,300,"['steel', 'psychic']","['clear-body', 'light-metal']","['ice-punch', 'thunder-punch', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'focus-punch', 'trick', 'brick-break', 'knock-off', 'secret-power', 'meteor-mash', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'block', 'gravity', 'miracle-eye', 'hammer-arm', 'gyro-ball', 'natural-gift', 'magnet-rise', 'rock-polish', 'giga-impact', 'bullet-punch', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'hone-claws', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'ally-switch', 'bulldoze', 'confide', 'power-up-punch', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'stomping-tantrum', 'body-press', 'steel-beam', 'expanding-force', 'steel-roller', 'meteor-beam', 'tera-blast', 'trailblaze', 'hard-press', 'psychic-noise']","['giant-chasm-forest', 'giant-chasm-forest-cave']",['metal-coat'],35.0,blue,3,metang,False,False,False,80,135,130,95,90,70
387,turtwig,sinnoh,4,102,64,['grass'],"['overgrow', 'shell-armor']","['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'bite', 'roar', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'sleep-powder', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'amnesia', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'superpower', 'secret-power', 'tickle', 'sand-tomb', 'bullet-seed', 'mud-shot', 'magical-leaf', 'leaf-blade', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'iron-head', 'captivate', 'stealth-rock', 'grass-knot', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'shell-smash', 'grass-pledge', 'bulldoze', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'trailblaze']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']",Não encontrado.,70.0,green,45,Não encontrado.,False,False,False,55,68,64,45,55,31
390,chimchar,sinnoh,5,62,62,['fire'],"['blaze', 'iron-fist']","['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'double-kick', 'headbutt', 'tackle', 'take-down', 'double-edge', 'leer', 'ember', 'flamethrower', 'submission', 'low-kick', 'counter', 'strength', 'fire-spin', 'dig', 'toxic', 'agility', 'double-team', 'focus-energy', 'metronome', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'rock-smash', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'assist', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'blaze-kick', 'slack-off', 'fake-tears', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'fling', 'flare-blitz', 'poison-jab', 'vacuum-wave', 'switcheroo', 'nasty-plot', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'flame-charge', 'low-sweep', 'round', 'quick-guard', 'incinerate', 'acrobatics', 'fire-pledge', 'work-up', 'confide', 'power-up-punch', 'burning-jealousy', 'tera-blast', 'temper-flare']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']",Não encontrado.,70.0,brown,45,Não encontrado.,False,False,False,44,58,44,58,44,61
393,piplup,sinnoh,4,52,63,['water'],"['torrent', 'competitive']","['pound', 'cut', 'headbutt', 'fury-attack', 'tackle', 'double-edge', 'growl', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'drill-peck', 'dig', 'toxic', 'agility', 'double-team', 'haze', 'bide', 'waterfall', 'swift', 'bubble', 'rest', 'substitute', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'dive', 'feather-dance', 'mud-sport', 'weather-ball', 'rock-tomb', 'signal-beam', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'fling', 'aqua-ring', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'double-hit', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'work-up', 'disarming-voice', 'confide', 'power-trip', 'liquidation', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']",Não encontrado.,70.0,blue,45,Não encontrado.,False,False,False,53,51,53,61,56,40
396,starly,sinnoh,3,20,49,"['normal', 'flying']","['keen-eye', 'reckless']","['gust', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'mirror-move', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'acrobatics', 'final-gambit', 'work-up', 'hurricane', 'confide', 'dual-wingbeat', 'tera-blast']","['great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-209-area', 'sinnoh-route-212-north-towards-hearthome-city']",['yache-berry'],70.0,brown,255,Não encontrado.,False,False,False,40,55,30,30,30,60
399,bidoof,sinnoh,5,200,50,['normal'],"['simple', 'unaware', 'moody']","['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'double-edge', 'bite', 'growl', 'ice-beam', 'blizzard', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'skull-bash', 'amnesia', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'facade', 'taunt', 'superpower', 'yawn', 'secret-power', 'mud-sport', 'odor-sleuth', 'covet', 'water-sport', 'shock-wave', 'natural-gift', 'pluck', 'last-resort', 'aqua-tail', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'confide']","['valley-windworks-area', 'eterna-forest-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-211-west-towards-eterna-city', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ruins-of-alph-outside', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-42-area', 'johto-route-43-area', 'johto-route-44-area', 'johto-route-45-area', 'johto-route-47-area', 'mt-silver-outside', 'unknown-all-rattata-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'kalos-route-3-area', 'kalos-route-22-area']",Não encontrado.,70.0,brown,255,Não encontrado.,False,False,False,59,45,40,35,40,31
401,kricketot,sinnoh,3,22,39,['bug'],"['shed-skin', 'run-away']","['pound', 'tackle', 'growl', 'absorb', 'string-shot', 'bide', 'snore', 'mud-slap', 'uproar', 'endeavor', 'bug-bite', 'struggle-bug', 'lunge', 'skitter-smack', 'tera-blast']","['eterna-forest-area', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-206-area', 'sinnoh-route-207-area', 'viridian-forest-area']",['metronome'],70.0,red,255,Não encontrado.,False,False,False,37,25,41,25,41,25
403,shinx,sinnoh,5,95,53,['electric'],"['rivalry', 'intimidate', 'guts']","['double-kick', 'headbutt', 'tackle', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'quick-attack', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'signal-beam', 'howl', 'shock-wave', 'natural-gift', 'magnet-rise', 'night-slash', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'baby-doll-eyes', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze']","['valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'johto-route-29-area', 'johto-route-33-area', 'national-park-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-46-area', 'johto-route-48-area', 'kanto-route-1-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-3-area', 'kanto-route-5-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-11-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-16-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-route-2-north-towards-pewter-city']",Não encontrado.,50.0,blue,235,Não encontrado.,False,False,False,45,65,34,40,34,45
406,budew,sinnoh,2,12,56,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']","['swords-dance', 'cut', 'poison-sting', 'pin-missile', 'absorb', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'mind-reader', 'snore', 'cotton-spore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'secret-power', 'weather-ball', 'grass-whistle', 'extrasensory', 'bullet-seed', 'covet', 'water-sport', 'natural-gift', 'worry-seed', 'poison-jab', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'round', 'confide', 'dazzling-gleam', 'life-dew', 'grassy-glide']","['eterna-forest-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-212-north-towards-hearthome-city', 'ilex-forest-area', 'viridian-forest-area', 'kalos-route-4-area']",['poison-barb'],50.0,green,255,Não encontrado.,True,False,False,40,30,35,50,70,55
408,cranidos,sinnoh,9,315,70,['rock'],"['mold-breaker', 'sheer-force']","['fire-punch', 'thunder-punch', 'swords-dance', 'whirlwind', 'slam', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'earth-power', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'dragon-cheer']",['alola-route-8-fossil-restoration-center'],Não encontrado.,70.0,blue,45,Não encontrado.,False,False,False,67,125,40,30,30,58
410,shieldon,sinnoh,5,570,70,"['rock', 'steel']","['sturdy', 'soundproof']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'iron-defense', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'guard-split', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide', 'stomping-tantrum', 'steel-beam', 'scorching-sands', 'tera-blast', 'trailblaze', 'hard-press']",['alola-route-8-fossil-restoration-center'],Não encontrado.,70.0,gray,45,Não encontrado.,False,False,False,30,42,118,42,88,30
412,burmy,sinnoh,2,34,45,['bug'],"['shed-skin', 'overcoat']","['tackle', 'string-shot', 'snore', 'protect', 'hidden-power', 'bug-bite', 'struggle-bug', 'electroweb']",['kalos-route-3-area'],Não encontrado.,70.0,green,120,Não encontrado.,False,False,False,40,29,45,29,45,36
415,combee,sinnoh,3,55,49,"['bug', 'flying']","['honey-gather', 'hustle']","['gust', 'string-shot', 'swift', 'snore', 'mud-slap', 'sleep-talk', 'sweet-scent', 'endeavor', 'air-cutter', 'tailwind', 'bug-buzz', 'bug-bite', 'ominous-wind', 'struggle-bug', 'lunge', 'skitter-smack', 'dual-wingbeat', 'tera-blast']","['unova-route-12-area', 'lostlorn-forest-area', 'kalos-route-4-area']",['honey'],50.0,yellow,120,Não encontrado.,False,False,False,30,30,42,30,42,70
417,pachirisu,sinnoh,4,39,142,['electric'],"['run-away', 'pickup', 'volt-absorb']","['thunder-punch', 'cut', 'headbutt', 'take-down', 'tail-whip', 'bite', 'growl', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'light-screen', 'bide', 'swift', 'flash', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'flatter', 'facade', 'follow-me', 'charge', 'helping-hand', 'endeavor', 'secret-power', 'fake-tears', 'aerial-ace', 'mud-shot', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'thunder-fang', 'discharge', 'gunk-shot', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'bestow', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'baby-doll-eyes', 'nuzzle', 'laser-focus', 'tera-blast', 'trailblaze', 'alluring-voice']","['valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'kalos-route-12-area']",Não encontrado.,100.0,white,200,Não encontrado.,False,False,False,60,45,70,45,90,95
418,buizel,sinnoh,7,295,66,['water'],"['swift-swim', 'water-veil']","['double-slap', 'ice-punch', 'razor-wind', 'headbutt', 'tackle', 'take-down', 'tail-whip', 'bite', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'me-first', 'aqua-ring', 'aqua-tail', 'switcheroo', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'tail-slap', 'confide', 'power-up-punch', 'liquidation', 'flip-turn', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']","['valley-windworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-224-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ruins-of-alph-outside', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-42-area', 'johto-route-43-area', 'johto-route-44-area', 'johto-route-45-area', 'johto-route-47-area', 'mt-silver-outside', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'unova-route-11-area', 'unova-route-14-area', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-79', 'nature-sanctuary-area', 'unova-route-23-area']",['wacan-berry'],70.0,brown,190,Não encontrado.,False,False,False,55,65,35,60,30,85
420,cherubi,sinnoh,4,33,55,['grass'],['chlorophyll'],"['swords-dance', 'tackle', 'take-down', 'double-edge', 'absorb', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'defense-curl', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'aromatherapy', 'grass-whistle', 'tickle', 'bullet-seed', 'magical-leaf', 'healing-wish', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'captivate', 'grass-knot', 'round', 'heal-pulse', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'confide', 'dazzling-gleam', 'leafage', 'pollen-puff', 'grassy-glide']",[],['miracle-seed'],50.0,pink,190,Não encontrado.,False,False,False,45,35,45,62,53,35
